advice_episode,start_step,episode_length,llm_advice_text,advice_category,advice_specificity,advice_urgency,num_suggestions,has_json_advice,combat_mentioned,survival_mentioned,exploration_mentioned,hp_before,level_before,reward_before,sr_before,critical_hp_before,low_hp_before,reward_ma5_before,hp_ma5_before,reward_trend_before,total_reward,avg_reward,max_reward,min_reward,reward_std,sr_change,hp_change,level_gained,positive_reward_rate,negative_reward_rate,survived,unique_actions,action_entropy,high_quality_advice,specific_advice,combat_advice
3552,595,1,kill kobold and collect gold,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,95.72,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3553,595,2,COMBAT WEAK MONSTERS when health > 60%,survival,1,0,2,1,1,1,0,100.0,1,-0.01,-0.015,0,0,-0.01,95.72,3.1671572627542286e-19,-0.02,-0.01,-0.01,-0.01,0.0,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3554,600,1,kill kobold to gain XP and gold,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.01,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3555,600,1,Combat Weaken Monster (Orc),combat,1,2,3,1,1,0,0,92.9,1,-0.01,-0.01,0,1,-0.01,98.58,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3556,600,1,COMBAT WEAK MONSTERS when health > 60%,survival,1,0,2,1,1,1,0,100.0,1,-0.01,-0.015,0,0,-0.01,98.58,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3557,600,1,kill kobold north,combat,3,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,98.58,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3558,600,1,kill kobold west for XP and gold reward,combat,3,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,98.58,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3559,600,1,COMBAT WEAK MONSTERS when health > 60%,survival,1,0,3,1,1,1,0,100.0,1,0.0,0.0,0,0,-0.008,98.58,0.001999999999999999,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,1,1,-1.4426951601859516e-10,0,0,1
3560,600,1,kill kobold and collect gold,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.008,100.0,0.0010000000000000005,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3561,600,1,avoid kobold north,defensive,2,2,3,1,0,0,0,100.0,1,-0.01,-0.015,0,0,-0.008,100.0,9.501471788262687e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,0
3562,600,1,Combat Weaken Monster (health > 60%),survival,1,2,3,1,1,1,0,100.0,1,-0.01,-0.015,0,0,-0.008,100.0,-0.0009999999999999987,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3563,600,1,avoid kobold north and west threats,defensive,3,2,3,1,0,1,0,78.6,1,0.0,0.0,0,1,-0.006,95.72,-1.2668629051016915e-18,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,1,1,-1.4426951601859516e-10,1,1,0
3564,600,1,avoid kobold nearby (dist:2),defensive,2,2,3,1,0,0,0,100.0,1,-0.01,-0.015,0,0,-0.008,95.72,0.0010000000000000005,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,0
3565,600,1,COMBAT WEAK MONSTERS when health > 60%,survival,1,2,3,1,1,1,0,100.0,1,-0.01,-0.01,0,0,-0.008,95.72,9.501471788262687e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3566,600,1,descend stairs and fight kobold west for XP reward,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.008,95.72,-0.0009999999999999987,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3567,600,1,COMBAT WEAK MONSTERS when health > 60%,survival,1,0,3,1,1,1,0,100.0,1,-0.01,-0.015,0,0,-0.008,95.72,-0.002,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3568,600,1,descend_stairs,other,0,0,3,1,0,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,0
3569,600,1,kill kobold to gain XP and gold,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3570,600,1,kill kobold to gain XP and level up,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3571,600,1,kill kobold north (high reward),combat,3,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3572,600,1,"avoid danger, prioritize survival",defensive,0,2,3,1,0,0,0,100.0,1,-0.01,-0.01,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,0
3573,600,1,kill kobold to gain XP and progress,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3574,600,1,COMBAT WEAK MONSTERS when health > 60%,survival,1,0,3,1,1,1,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3575,600,1,prioritize survival over combat,combat,0,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3576,600,1,avoid orc south (dist:1),defensive,1,2,3,1,0,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,0
3577,600,1,avoid kobold north and west threats,defensive,3,2,3,1,0,1,0,100.0,1,-0.01,-0.01,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,0
3578,600,1,kill orc to gain XP and gold,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3579,600,1,avoid orc west threat,defensive,2,2,3,1,0,1,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,0
3580,600,1,COMBAT WEAK MONSTERS when health > 60%,survival,1,0,2,1,1,1,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3581,600,1,avoid kobold west and prioritize survival,defensive,2,2,3,1,0,0,0,100.0,1,-0.01,-0.01,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,0
3582,600,1,descend stairs,other,0,2,3,1,0,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,0
3583,600,1,avoid immediate danger from nearby kobolds,defensive,2,2,3,1,0,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,0
3584,600,1,COMBAT WEAK MONSTERS when health > 60%,survival,1,0,3,1,1,1,0,100.0,1,0.0,0.0,0,0,-0.008,100.0,0.001999999999999999,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,1,1,-1.4426951601859516e-10,0,0,1
3585,600,1,kill kobold north (high reward),combat,3,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.008,100.0,0.0010000000000000005,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3586,605,1,kill kobold west for XP and gold reward,combat,3,2,3,1,1,0,0,100.0,1,0.0,0.0,0,0,-0.006,100.0,0.0019999999999999996,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,1,1,-1.4426951601859516e-10,1,1,1
3587,605,1,COMBAT WEAK MONSTERS when health > 60%,survival,1,2,3,1,1,1,0,100.0,1,-0.01,-0.015,0,0,-0.006,100.0,4.750735894131343e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3588,605,1,kill kobold north (high reward),combat,3,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.006,100.0,-0.002,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3589,605,1,avoid kobold nearby (dist:2),defensive,2,2,3,1,0,0,0,100.0,1,0.0,0.0,0,0,-0.006,100.0,0.0010000000000000007,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,1,1,-1.4426951601859516e-10,1,1,0
3590,605,1,Combat Weaken Monster (health > 60%),survival,1,2,3,1,1,1,0,100.0,1,-0.01,-0.015,0,0,-0.006,100.0,-0.0009999999999999996,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3591,605,3,COMBAT WEAK MONSTERS when health > 60%,survival,1,0,3,1,1,1,0,100.0,1,-0.01,-0.01,0,0,-0.008,100.0,9.501471788262687e-19,-0.03,-0.01,-0.01,-0.01,0.0,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3592,605,1,prioritize survival over combat,combat,0,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3593,605,1,kill kobold and collect gold,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3594,605,1,COMBAT WEAK MONSTERS when health > 60%,survival,1,0,3,1,1,1,0,100.0,1,-0.01,-0.01,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3595,605,1,descend stairs and fight kobold west for XP reward,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3596,605,1,avoid kobold west and prioritize survival,defensive,2,2,3,1,0,0,0,100.0,1,0.0,0.0,0,0,-0.008,100.0,0.001999999999999999,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,1,1,-1.4426951601859516e-10,1,1,0
3597,605,1,kill kobold to gain XP and level up,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.008,100.0,0.0010000000000000005,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3598,605,1,kill kobold north,combat,3,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.008,100.0,9.501471788262687e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3599,605,1,avoid orc south (dist:1),defensive,1,2,3,1,0,0,0,100.0,1,-0.01,-0.01,0,0,-0.008,100.0,-0.0009999999999999987,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,0
3600,605,1,kill kobold north (high reward),combat,3,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.008,100.0,-0.002,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3601,605,1,descend stairs,other,0,2,3,1,0,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,0
3602,605,1,avoid orc west threat,defensive,2,2,3,1,0,1,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,0
3603,605,1,avoid immediate danger from nearby kobolds,defensive,2,2,3,1,0,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,0
3604,605,1,avoid kobold north and west threats,defensive,3,2,3,1,0,1,0,64.3,1,-0.01,-0.01,0,1,-0.01,92.86,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,0
3605,605,2,COMBAT WEAK MONSTERS when health > 60%,survival,1,0,2,1,1,1,0,100.0,1,-0.01,-0.015,0,0,-0.01,92.86,3.1671572627542286e-19,-0.02,-0.01,-0.01,-0.01,0.0,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3606,605,1,kill kobold to gain XP and gold,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,92.86,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3607,605,1,avoid kobold north and west threats,defensive,3,2,3,1,0,1,0,100.0,1,-0.01,-0.015,0,0,-0.01,92.86,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,0
3608,605,1,kill kobold to gain XP and gold,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3609,605,1,kill kobold to gain XP and progress,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3610,605,1,kill orc to gain XP and gold,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3611,605,1,"avoid danger, prioritize survival",defensive,0,2,3,1,0,0,0,85.7,1,0.0,-0.0,0,1,-0.008,97.14,0.001999999999999999,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,1,1,-1.4426951601859516e-10,0,0,0
3612,605,1,avoid kobold north,defensive,2,2,3,1,0,0,0,100.0,1,0.0,0.0,0,0,-0.006,97.14,0.0030000000000000005,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,1,1,-1.4426951601859516e-10,1,1,0
3613,605,1,descend_stairs,other,0,0,3,1,0,0,0,100.0,1,-0.01,-0.015,0,0,-0.006,97.14,0.0010000000000000007,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,0
3614,605,1,Combat Weaken Monster (Orc),combat,1,2,3,1,1,0,0,92.9,1,-0.01,-0.015,0,1,-0.006,95.72,-0.0009999999999999987,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3615,610,2,COMBAT WEAK MONSTERS when health > 60%,survival,1,0,3,1,1,1,0,100.0,1,-0.01,-0.015,0,0,-0.006,95.72,-0.0029999999999999996,-0.02,-0.01,-0.01,-0.01,0.0,0.004999999999999999,0.0,0,0.0,1.0,1,2,0.9999999997114609,0,0,1
3616,610,1,kill kobold and collect gold,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,98.58,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3617,610,2,kill kobold north (high reward),combat,3,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,98.58,3.1671572627542286e-19,-0.02,-0.01,-0.01,-0.01,0.0,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3618,610,1,avoid immediate danger from nearby kobolds,defensive,2,2,3,1,0,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,0
3619,610,1,COMBAT WEAK MONSTERS when health > 60%,survival,1,0,3,1,1,1,0,100.0,1,-0.01,-0.01,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3620,610,1,kill kobold to gain XP and progress,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3621,610,1,prioritize survival over combat,combat,0,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3622,610,1,avoid kobold north and west threats,defensive,3,2,3,1,0,1,0,64.3,1,-0.01,-0.01,0,1,-0.01,92.86,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,0
3623,610,1,kill kobold west for XP and gold reward,combat,3,2,3,1,1,0,0,100.0,1,-0.01,-0.01,0,0,-0.01,92.85999999999999,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3624,610,1,kill kobold to gain XP and level up,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,92.85999999999999,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3625,610,1,avoid kobold west and prioritize survival,defensive,2,2,3,1,0,0,0,100.0,1,-0.01,-0.01,0,0,-0.01,92.85999999999999,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,0
3626,610,2,COMBAT WEAK MONSTERS when health > 60%,survival,1,0,2,1,1,1,0,100.0,1,-0.01,-0.015,0,0,-0.01,92.85999999999999,3.1671572627542286e-19,-0.02,-0.01,-0.01,-0.01,0.0,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3627,610,1,avoid kobold north,defensive,2,2,3,1,0,0,0,100.0,1,-0.01,-0.01,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,0
3628,610,1,descend stairs and fight kobold west for XP reward,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.01,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3629,610,1,avoid orc west threat,defensive,2,2,3,1,0,1,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,0
3630,610,1,kill kobold north,combat,3,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3631,610,1,avoid orc south (dist:1),defensive,1,2,3,1,0,0,0,100.0,1,-0.01,-0.01,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,0
3632,610,1,kill orc to gain XP and gold,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3633,610,1,avoid kobold north and west threats,defensive,3,2,3,1,0,1,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,0
3634,610,1,COMBAT WEAK MONSTERS when health > 60%,survival,1,0,3,1,1,1,0,100.0,1,-0.01,-0.01,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3635,610,1,Combat Weaken Monster (Orc),combat,1,2,3,1,1,0,0,92.9,1,-0.01,-0.015,0,1,-0.01,98.58000000000001,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3636,610,2,kill kobold to gain XP and gold,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,98.58000000000001,3.1671572627542286e-19,-0.02,-0.01,-0.01,-0.01,0.0,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3637,610,1,descend stairs,other,0,2,3,1,0,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,98.58000000000001,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,0
3638,610,1,"avoid danger, prioritize survival",defensive,0,2,3,1,0,0,0,85.7,1,-0.01,-0.01,0,1,-0.01,95.72,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,0
3639,610,1,COMBAT WEAK MONSTERS when health > 60%,survival,1,2,3,1,1,1,0,100.0,1,-0.01,-0.015,0,0,-0.01,97.14,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3640,610,1,descend_stairs,other,0,0,3,1,0,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,97.14,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,0
3641,610,1,avoid kobold nearby (dist:2),defensive,2,2,3,1,0,0,0,100.0,1,-0.01,-0.01,0,0,-0.01,97.14,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,0
3642,610,1,Combat Weaken Monster (health > 60%),survival,1,2,3,1,1,1,0,100.0,1,-0.01,-0.015,0,0,-0.01,97.14,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3643,615,1,COMBAT WEAK MONSTERS when health > 60%,survival,1,0,2,1,1,1,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3644,615,1,kill kobold west for XP and gold reward,combat,3,2,3,1,1,0,0,100.0,1,-0.01,-0.01,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3645,615,1,COMBAT WEAK MONSTERS when health > 60%,survival,1,0,3,1,1,1,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
3646,615,1,kill kobold to gain XP and progress,combat,2,2,3,1,1,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,1,1,1
3647,615,1,descend_stairs,other,0,0,3,1,0,0,0,100.0,1,-0.01,-0.015,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,0
3648,615,1,COMBAT WEAK MONSTERS when health > 60%,survival,1,0,3,1,1,1,0,100.0,1,-0.01,-0.01,0,0,-0.01,100.0,3.1671572627542286e-19,-0.01,-0.01,-0.01,-0.01,,0.0,0.0,0,0.0,1.0,1,1,-1.4426951601859516e-10,0,0,1
