step,action,reward,smoothed_reward,hp,level,llm_advice,llm_data,llm_priority,llm_risk,llm_strategy,llm_suggestions,action_in_suggestions,hp_change,reward_change,sr_change,level_up,hp_lag1,reward_lag1,sr_lag1,reward_ma5,hp_ma5,reward_std5,advice_category,action_category,critical_hp,low_hp,high_hp,steps_since_advice_change,reward_momentum,episode_stage
1015,wield,-0.01,-0.01,585.7,14,Explore the stairs down northeast,,,,,[],False,-214.29999999999995,-0.01,-0.011,0,800.0,0.0,0.001,-0.004,634.78,0.005477225574998632,exploration,equipment,0,0,1,0,2.8912057932946786e-18,early
1015,take_off,-0.01,-0.01,180.0,14,Search the area for potential threats and items,,,,,[],False,-405.70000000000005,0.0,0.0,0,585.7,-0.01,-0.01,-0.006,400.7799999999999,0.005477225574998612,survival,equipment,0,0,1,0,-0.006666666666666664,early
1015,move_southwest,0.0,-0.001,226.7,16,Search for items and potential threats,,,,,[],False,46.69999999999999,0.01,0.009000000000000001,1,180.0,-0.01,-0.01,-0.003999999999999999,408.4799999999999,0.005477225574998632,survival,move,0,0,1,0,-0.0006666666666666638,early
1015,throw,-0.01,-0.01,188.2,12,Eat something to regain health,,,,,[],False,-38.5,-0.01,-0.009000000000000001,0,226.7,0.0,-0.001,-0.006,396.1199999999999,0.005477225574998612,survival,other,0,0,1,0,2.3129646346357427e-18,early
1015,drop,-0.01,-0.01,1350.0,14,Search the area for potential threats and items,,,,,[],False,1161.8,0.0,0.0,1,188.2,-0.01,-0.01,-0.008,506.1199999999999,0.004472135954934581,survival,inventory,0,0,1,0,2.3129646346357427e-18,early
1020,move_east,-0.01,-0.01,388.9,16,Search the area for items and potential threats,,,,,[],False,-961.1,0.0,0.0,1,1350.0,-0.01,-0.01,-0.008,466.7599999999999,0.004472135954934581,survival,move,0,0,1,0,-0.002999999999999998,early
1020,move_northwest,-0.01,-0.01,1500.0,14,Explore the stairs down northeast,,,,,[],False,1111.1,0.0,0.0,0,388.9,-0.01,-0.01,-0.008,730.7599999999999,0.004472135954934581,exploration,move,0,0,1,0,0.0,early
1020,drop,-0.01,-0.01,180.0,14,Eat something to regain health,,,,,[],False,-1320.0,0.0,0.0,0,1500.0,-0.01,-0.01,-0.01,721.4199999999998,0.0,survival,inventory,0,0,1,0,0.0,early
1020,eat,-0.01,-0.02,188.2,12,Eat to regain health,,,,,[],False,8.199999999999989,0.0,-0.01,0,180.0,-0.01,-0.01,-0.01,721.4199999999998,0.0,survival,item_use,0,0,1,0,-0.003333333333333331,early
1020,move_northeast,0.0,-0.001,1060.0,14,Search the area for potential items and clues,,,,,[],False,871.8,0.01,0.019,1,188.2,-0.01,-0.02,-0.008,663.4199999999998,0.004472135954934581,exploration,move,0,0,1,0,0.0030000000000000022,early
1025,move_southeast,-0.01,-0.01,1060.0,14,Search the area for potential items and clues,,,,,[],False,0.0,-0.01,-0.009000000000000001,0,1060.0,0.0,-0.001,-0.008,797.6399999999998,0.004472135954934581,exploration,move,0,0,1,1,1.734723475976807e-18,early
1025,move_north,-0.01,-0.01,1075.0,14,Investigate the wall and potential stairs_down northeast,,,,,[],False,15.0,0.0,0.0,0,1060.0,-0.01,-0.01,-0.008,712.6399999999998,0.004472135954934581,other,move,0,0,1,0,0.0033333333333333353,early
1025,pickup,-0.01,-0.02,180.0,14,Eat something to regain health,,,,,[],False,-895.0,0.0,-0.01,0,1075.0,-0.01,-0.01,-0.008,712.6399999999998,0.004472135954934581,survival,inventory,0,0,1,0,-0.006333333333333332,early
1025,close_door,-0.01,-0.01,228.6,12,Eat to regain health,,,,,[],False,48.599999999999994,0.0,0.01,0,180.0,-0.01,-0.02,-0.008,720.7199999999999,0.004472135954934581,survival,interaction,0,0,1,0,2.3129646346357427e-18,early
1025,read,-0.01,-0.01,388.9,16,Search the area for items and potential threats,,,,,[],False,160.29999999999998,0.0,0.0,1,228.6,-0.01,-0.01,-0.01,586.4999999999998,0.0,survival,item_use,0,0,1,0,2.3129646346357427e-18,early
1030,move_south,-0.01,-0.02,180.0,14,Search the area for potential threats and items,,,,,[],False,-208.89999999999998,0.0,-0.01,0,388.9,-0.01,-0.01,-0.01,410.49999999999983,0.0,survival,move,0,0,1,0,2.3129646346357427e-18,early
1030,read,-0.01,-0.01,716.7,14,Investigate the wall and potential stairs_down northeast,,,,,[],False,536.7,0.0,0.01,0,180.0,-0.01,-0.02,-0.01,338.8399999999998,0.0,other,item_use,0,0,1,0,2.3129646346357427e-18,early
1030,move_southwest,0.0,0.009,309.1,16,Move kitten out of the way and continue exploring,,,,,[],False,-407.6,0.01,0.019,1,716.7,-0.01,-0.01,-0.008,364.65999999999985,0.004472135954934581,movement,move,0,0,1,0,0.006333333333333336,early
1030,close_door,-0.01,-0.01,228.6,12,Investigate the recent message and determine the direction,,,,,[],False,-80.50000000000003,-0.01,-0.019,0,309.1,0.0,0.009,-0.008,364.65999999999985,0.004472135954934581,other,interaction,0,0,1,0,0.0033333333333333353,early
1030,throw,0.0,0.0,1060.0,14,Search the area for potential threats and items,,,,,[],False,831.4,0.01,0.01,1,228.6,-0.01,-0.01,-0.006,498.8799999999998,0.005477225574998612,survival,other,0,0,1,0,0.0033333333333333357,early
1035,wait,0.0,0.009,400.0,16,Move kitten out of the way and continue exploring,,,,,[],False,-660.0,0.0,0.009,1,1060.0,0.0,0.0,-0.003999999999999999,542.8799999999999,0.005477225574998632,movement,other,0,0,1,0,2.3129646346357427e-18,early
1035,drop,-0.01,-0.01,1080.0,14,Search the area for potential threats and items,,,,,[],False,680.0,-0.01,-0.019,0,400.0,0.0,0.009,-0.004,615.5399999999997,0.005477225574998632,survival,inventory,0,0,1,0,2.3129646346357427e-18,early
1035,drink,-0.01,-0.01,100.0,14,Search the area for potential threats and items,,,,,[],False,-980.0,0.0,0.0,0,1080.0,-0.01,-0.01,-0.006,573.7199999999999,0.005477225574998612,survival,item_use,0,0,0,1,-0.003333333333333331,early
1035,open_door,-0.01,-0.02,228.6,12,Investigate the recent message and determine the direction,,,,,[],False,128.6,0.0,-0.01,0,100.0,-0.01,-0.01,-0.006,573.7199999999999,0.005477225574998612,other,interaction,0,0,1,0,-0.009666666666666664,early
1035,throw,-0.01,-0.01,716.7,14,Investigate the wall and potential exits,,,,,[],False,488.1,0.0,0.01,1,228.6,-0.01,-0.02,-0.008,505.05999999999983,0.004472135954934581,other,other,0,0,1,0,2.3129646346357427e-18,early
1040,drop,0.0,0.003,1100.0,14,Investigate the wall and potential exits,,,,,[],False,383.29999999999995,0.01,0.013000000000000001,0,716.7,-0.01,-0.01,-0.008,645.0599999999998,0.004472135954934581,other,inventory,0,0,1,1,0.004333333333333336,early
1040,move_northwest,-0.01,-0.01,213.3,12,Search the area for potential threats and items,,,,,[],False,-886.7,-0.01,-0.013000000000000001,0,1100.0,0.0,0.003,-0.008,471.7199999999999,0.004472135954934581,survival,move,0,0,1,0,0.0033333333333333353,early
1040,move_northwest,-0.01,-0.01,1375.0,14,Search the area for potential threats and items,,,,,[],False,1161.7,0.0,0.0,1,213.3,-0.01,-0.01,-0.008,726.7199999999999,0.004472135954934581,survival,move,0,0,1,1,2.3129646346357427e-18,early
1040,close_door,-0.01,-0.01,400.0,16,Wield your current weapon and prepare for combat,,,,,[],False,-975.0,0.0,0.0,1,1375.0,-0.01,-0.01,-0.008,760.9999999999998,0.004472135954934581,combat,interaction,0,0,1,0,-0.004333333333333331,early
1040,move_southeast,-0.01,-0.01,100.0,14,Search the area for potential items and clues,,,,,[],False,-300.0,0.0,0.0,0,400.0,-0.01,-0.01,-0.008,637.6599999999999,0.004472135954934581,exploration,move,0,0,0,0,0.0,early
1045,open_door,-0.01,-0.01,400.0,16,Wield your current weapon and prepare for combat,,,,,[],False,300.0,0.0,0.0,1,100.0,-0.01,-0.01,-0.01,497.65999999999985,0.0,combat,interaction,0,0,1,0,0.0,early
1045,move_southwest,-0.01,-0.01,1375.0,14,Search the area for potential threats and items,,,,,[],False,975.0,0.0,0.0,0,400.0,-0.01,-0.01,-0.01,729.9999999999998,0.0,survival,move,0,0,1,0,0.0,early
1045,eat,0.0,-0.002,683.3,14,Search the stairs_down northeast for potential items or clues,,,,,[],False,-691.7,0.01,0.008,0,1375.0,-0.01,-0.01,-0.008,591.6599999999997,0.004472135954934581,exploration,item_use,0,0,1,0,0.002666666666666669,early
1045,wait,-0.01,-0.02,100.0,14,Search the area for potential items and clues,,,,,[],False,-583.3,-0.01,-0.018000000000000002,0,683.3,0.0,-0.002,-0.008,531.6599999999999,0.004472135954934581,exploration,other,0,0,0,0,-0.003333333333333332,early
1045,move_west,0.0,0.0,200.0,12,Search the area for potential threats and items,,,,,[],False,100.0,0.01,0.02,0,100.0,-0.01,-0.02,-0.006,551.6599999999999,0.005477225574998612,survival,move,0,0,1,0,0.0033333333333333353,early
1050,throw,-0.01,-0.01,455.6,14,Search the stairs_down northeast for potential items or clues,,,,,[],False,255.60000000000002,-0.01,-0.01,1,200.0,0.0,0.0,-0.006,562.7799999999999,0.005477225574998612,exploration,other,0,0,1,0,-0.002666666666666665,early
1050,read,-0.01,-0.02,100.0,14,Eat to regain health,,,,,[],False,-355.6,0.0,-0.01,0,455.6,-0.01,-0.01,-0.006,307.77999999999986,0.005477225574998612,survival,item_use,0,0,0,0,2.3129646346357427e-18,early
1050,move_south,-0.01,-0.02,400.0,16,Investigate the solid stone and potential threats,,,,,[],False,300.0,0.0,0.0,1,100.0,-0.01,-0.02,-0.008,251.1199999999998,0.004472135954934581,survival,move,0,0,1,0,-0.0066666666666666645,early
1050,throw,0.0,-0.01,1375.0,14,Search the area for items and clues,,,,,[],False,975.0,0.01,0.01,0,400.0,-0.01,-0.02,-0.006,506.1199999999998,0.005477225574998612,exploration,other,0,0,1,0,2.3129646346357427e-18,early
1050,open_door,0.0,-0.004,180.0,12,Search the area for items and potential threats,,,,,[],False,-1195.0,0.0,0.006,0,1375.0,0.0,-0.01,-0.006,502.1199999999998,0.005477225574998612,survival,interaction,0,0,1,0,0.005333333333333336,early
1055,drop,-0.01,-0.01,407.7,16,Investigate the solid stone and potential threats,,,,,[],False,227.7,-0.01,-0.006,1,180.0,0.0,-0.004,-0.006,492.5399999999998,0.005477225574998612,survival,inventory,0,0,1,0,0.0033333333333333357,early
1055,read,-0.01,-0.01,455.6,14,Explore the stairs down northeast to gain more experience and potentially collect items.,,,,,[],False,47.900000000000034,0.0,0.0,0,407.7,-0.01,-0.01,-0.006,563.6599999999999,0.005477225574998612,exploration,item_use,0,0,1,0,2.3129646346357427e-18,early
1055,apply,-0.01,-0.01,180.0,14,Eat to regain health,,,,,[],False,-275.6,0.0,0.0,0,455.6,-0.01,-0.01,-0.006,519.6599999999999,0.005477225574998612,survival,item_use,0,0,1,0,-0.001999999999999998,early
1055,move_east,0.0,0.001,1450.0,14,Search the area for items and clues,,,,,[],False,1270.0,0.01,0.011,0,180.0,-0.01,-0.01,-0.006,534.6599999999999,0.005477225574998612,exploration,move,0,0,1,0,0.0036666666666666688,early
1055,wield,-0.01,-0.01,180.0,12,Search the area for items and potential threats,,,,,[],False,-1270.0,-0.01,-0.011,0,1450.0,0.0,0.001,-0.008,534.6599999999999,0.004472135954934581,survival,equipment,0,0,1,0,2.3129646346357427e-18,early
1060,move_south,0.0,0.01,1475.0,14,Search the area for items and clues,,,,,[],False,1295.0,0.01,0.02,1,180.0,-0.01,-0.01,-0.006,748.1199999999999,0.005477225574998612,exploration,move,0,0,1,0,0.006666666666666669,early
1060,move_southwest,-0.01,-0.01,164.7,12,Search the area for items and clues,,,,,[],False,-1310.3,-0.01,-0.02,0,1475.0,0.0,0.01,-0.006,689.9399999999998,0.005477225574998612,exploration,move,0,0,1,1,-0.003666666666666664,early
1060,move_northeast,-0.01,-0.02,455.6,14,Explore the stairs down northeast to gain more experience and potentially collect items.,,,,,[],False,290.90000000000003,0.0,-0.01,1,164.7,-0.01,-0.01,-0.006,745.0599999999997,0.005477225574998612,exploration,move,0,0,1,0,-0.003333333333333331,early
1060,move_northwest,-0.01,-0.01,407.7,16,Move away from the orc threats,,,,,[],False,-47.900000000000034,0.0,0.01,1,455.6,-0.01,-0.02,-0.008,536.5999999999998,0.004472135954934581,survival,move,0,0,1,0,-0.006666666666666664,early
1060,move_southwest,-0.01,-0.01,180.0,14,Search the area for potential threats and items,,,,,[],False,-227.7,0.0,0.0,0,407.7,-0.01,-0.01,-0.008,536.5999999999998,0.004472135954934581,survival,move,0,0,1,0,1.734723475976807e-18,early
1065,move_east,-0.01,-0.01,228.6,12,Search the area for items and clues,,,,,[],False,48.599999999999994,0.0,0.0,0,180.0,-0.01,-0.01,-0.01,287.3199999999998,0.0,exploration,move,0,0,1,0,0.0033333333333333353,early
1065,close_door,0.0,0.001,200.0,14,Search the area for potential threats and items,,,,,[],False,-28.599999999999994,0.01,0.011,1,228.6,-0.01,-0.01,-0.008000000000000002,294.37999999999977,0.004472135954934581,survival,interaction,0,0,1,0,0.0036666666666666683,early
1065,search,0.0,0.012,430.0,14,Search the stairs_down northeast for potential items and clues,,,,,[],False,230.0,0.0,0.011,0,200.0,0.0,0.001,-0.006,289.2599999999999,0.005477225574998612,exploration,exploration,0,0,1,0,0.007333333333333335,early
1065,move_west,-0.01,-0.01,400.0,16,Move away from the orc threats,,,,,[],False,-30.0,-0.01,-0.022,1,430.0,0.0,0.012,-0.006,287.7199999999998,0.005477225574998612,survival,move,0,0,1,0,2.3129646346357427e-18,early
1065,read,-0.01,-0.01,2200.0,14,Search the area for items and clues,,,,,[],False,1800.0,0.0,0.0,0,400.0,-0.01,-0.01,-0.006,691.7199999999998,0.005477225574998612,exploration,item_use,0,0,1,0,-0.003666666666666664,early
1070,drink,-0.01,-0.01,455.6,14,Search the stairs_down northeast for potential items and clues,,,,,[],False,-1744.4,0.0,0.0,0,2200.0,-0.01,-0.01,-0.006,737.1199999999998,0.005477225574998612,exploration,item_use,0,0,1,0,-0.007333333333333331,early
1070,move_south,-0.01,-0.01,122.2,14,Search the area for potential threats and items,,,,,[],False,-333.40000000000003,0.0,0.0,0,455.6,-0.01,-0.01,-0.008,721.5599999999998,0.004472135954934581,survival,move,0,0,0,0,0.0,early
1070,move_west,-0.01,-0.01,1450.0,14,Search the area for items and potential threats,,,,,[],False,1327.8,0.0,0.0,0,122.2,-0.01,-0.01,-0.01,925.5599999999998,0.0,survival,move,0,0,1,0,0.0,early
1070,throw,0.0,0.0,400.0,16,Investigate the solid stone and potential threats,,,,,[],False,-1050.0,0.01,0.01,1,1450.0,-0.01,-0.01,-0.008,925.5599999999998,0.004472135954934581,survival,other,0,0,1,0,0.0033333333333333357,early
1070,wait,-0.01,-0.01,228.6,12,Eat to regain health,,,,,[],False,-171.4,-0.01,-0.01,0,400.0,0.0,0.0,-0.008,531.2799999999999,0.004472135954934581,survival,other,0,0,1,0,2.3129646346357427e-18,early
1075,wait,-0.01,-0.01,392.3,16,Investigate the solid stone and potential threats,,,,,[],False,163.70000000000002,0.0,0.0,1,228.6,-0.01,-0.01,-0.008,518.6199999999998,0.004472135954934581,survival,other,0,0,1,0,2.3129646346357427e-18,early
1075,throw,0.0,0.0,1340.0,14,Search the area for items and potential threats,,,,,[],False,947.7,0.01,0.01,0,392.3,-0.01,-0.01,-0.006,762.1799999999997,0.005477225574998612,survival,other,0,0,1,0,2.3129646346357427e-18,early
1075,kick,-0.01,-0.01,111.1,14,Search the area for potential threats and items,,,,,[],False,-1228.9,-0.01,-0.01,0,1340.0,0.0,0.0,-0.006,494.39999999999975,0.005477225574998612,survival,interaction,0,0,0,0,2.3129646346357427e-18,early
1075,eat,-0.01,-0.01,440.0,14,Move northeast to explore the stairs_down,,,,,[],False,328.9,0.0,0.0,0,111.1,-0.01,-0.01,-0.008,502.3999999999998,0.004472135954934581,exploration,item_use,0,0,1,0,2.3129646346357427e-18,early
1075,move_west,-0.01,-0.01,187.5,12,Eat to regain health,,,,,[],False,-252.5,0.0,0.0,0,440.0,-0.01,-0.01,-0.008,494.1799999999997,0.004472135954934581,survival,move,0,0,1,0,-0.003333333333333331,early
1080,wait,0.0,-0.001,128.6,14,Search the area for potential threats and items,,,,,[],False,-58.900000000000006,0.01,0.009000000000000001,1,187.5,-0.01,-0.01,-0.006,441.43999999999977,0.005477225574998612,survival,other,0,0,0,0,0.0030000000000000027,early
1080,take_off,-0.01,-0.01,1340.0,14,Search the area for items and potential threats,,,,,[],False,1211.4,-0.01,-0.009000000000000001,0,128.6,0.0,-0.001,-0.008,441.43999999999977,0.004472135954934581,survival,equipment,0,0,1,0,2.3129646346357427e-18,early
1080,wear,-0.01,-0.01,466.7,14,Move northeast to explore the stairs_down,,,,,[],False,-873.3,0.0,0.0,0,1340.0,-0.01,-0.01,-0.008,512.5599999999998,0.004472135954934581,exploration,equipment,0,0,1,0,2.3129646346357427e-18,early
1080,move_northeast,0.0,0.009,384.6,16,Investigate the solid stone and potential threats,,,,,[],False,-82.09999999999997,0.01,0.019,1,466.7,-0.01,-0.01,-0.006,501.47999999999985,0.005477225574998612,survival,move,0,0,1,0,0.0033333333333333353,early
1080,wear,-0.01,-0.01,200.0,12,Explore the area for potential threats and opportunities,,,,,[],False,-184.60000000000002,-0.01,-0.019,0,384.6,0.0,0.009,-0.006,503.97999999999985,0.005477225574998612,survival,equipment,0,0,1,0,2.3129646346357427e-18,early
1085,move_northwest,-0.01,-0.01,213.3,12,Explore the area for potential threats and opportunities,,,,,[],False,13.300000000000011,0.0,0.0,0,200.0,-0.01,-0.01,-0.008,520.9199999999998,0.004472135954934581,survival,move,0,0,1,1,2.3129646346357427e-18,early
1085,eat,0.0,-0.001,100.0,14,Search the area for potential threats and items,,,,,[],False,-113.30000000000001,0.01,0.009000000000000001,1,213.3,-0.01,-0.01,-0.006,272.9199999999998,0.005477225574998612,survival,item_use,0,0,0,0,-0.0033333333333333305,early
1085,wait,-0.01,-0.01,384.6,16,Investigate the solid stone and potential threats,,,,,[],False,284.6,-0.01,-0.009000000000000001,1,100.0,0.0,-0.001,-0.006,256.49999999999983,0.005477225574998612,survival,other,0,0,1,0,2.3129646346357427e-18,early
1085,move_east,-0.01,-0.01,466.7,14,Investigate the stairs down northeast,,,,,[],False,82.09999999999997,0.0,0.0,0,384.6,-0.01,-0.01,-0.008,272.91999999999985,0.004472135954934581,other,move,0,0,1,0,2.3129646346357427e-18,early
1085,move_northwest,-0.01,-0.02,1340.0,14,Search the area for items and potential threats,,,,,[],False,873.3,0.0,-0.01,0,466.7,-0.01,-0.01,-0.008,500.9199999999999,0.004472135954934581,survival,move,0,0,1,0,-0.006333333333333332,early
1090,move_west,-0.01,-0.01,392.3,16,Investigate the orc threats southwest and south,,,,,[],False,-947.7,0.0,0.01,1,1340.0,-0.01,-0.02,-0.008,536.7199999999998,0.004472135954934581,survival,move,0,0,1,0,2.3129646346357427e-18,early
1090,wield,-0.01,-0.01,100.0,14,Search the area for items and clues,,,,,[],False,-292.3,0.0,0.0,0,392.3,-0.01,-0.01,-0.01,536.7199999999998,0.0,exploration,equipment,0,0,0,0,2.3129646346357427e-18,early
1090,move_southwest,-0.01,-0.01,509.1,14,Investigate the stairs down northeast,,,,,[],False,409.1,0.0,0.0,0,100.0,-0.01,-0.01,-0.01,561.6199999999998,0.0,other,move,0,0,1,0,0.0033333333333333357,early
1090,open_door,-0.01,-0.02,1340.0,14,Eat something to regain health,,,,,[],False,830.9,0.0,-0.01,0,509.1,-0.01,-0.01,-0.01,736.28,0.0,survival,interaction,0,0,1,0,-0.003333333333333331,early
1090,wear,-0.01,-0.01,213.3,12,Search the area for items and clues,,,,,[],False,-1126.7,0.0,0.01,0,1340.0,-0.01,-0.02,-0.01,510.9399999999999,0.0,exploration,equipment,0,0,1,0,2.3129646346357427e-18,early
1095,move_south,0.0,0.0,193.8,12,Search the area for items and clues,,,,,[],False,-19.5,0.01,0.01,0,213.3,-0.01,-0.01,-0.008,471.2399999999999,0.004472135954934581,exploration,move,0,0,1,1,0.0033333333333333357,early
1095,move_northeast,0.0,-0.001,392.3,16,Investigate the orc threats southwest and south,,,,,[],False,198.5,0.0,-0.001,1,193.8,0.0,0.0,-0.006,529.6999999999998,0.005477225574998612,survival,move,0,0,1,0,0.006333333333333336,early
1095,pickup,-0.01,-0.02,1340.0,14,Eat something to regain health,,,,,[],False,947.7,-0.01,-0.019,0,392.3,0.0,-0.001,-0.006,695.8799999999999,0.005477225574998612,survival,inventory,0,0,1,0,-0.003333333333333331,early
1095,close_door,-0.01,-0.01,509.1,14,Investigate the stairs down northeast,,,,,[],False,-830.9,0.0,0.01,0,1340.0,-0.01,-0.02,-0.006,529.6999999999999,0.005477225574998612,other,interaction,0,0,1,0,-0.003333333333333331,early
1095,take_off,-0.01,-0.01,180.0,14,Search the area for items and clues,,,,,[],False,-329.1,0.0,0.0,0,509.1,-0.01,-0.01,-0.006,523.0399999999998,0.005477225574998612,exploration,equipment,0,0,1,0,-0.002999999999999998,early
1100,drink,-0.01,-0.01,180.0,14,Eat something to regain health,,,,,[],False,0.0,0.0,0.0,0,180.0,-0.01,-0.01,-0.008,520.2799999999999,0.004472135954934581,survival,item_use,0,0,1,0,0.0033333333333333353,early
1100,throw,0.0,0.0,392.3,16,avoid orc threats,,,,,[],False,212.3,0.01,0.01,1,180.0,-0.01,-0.01,-0.008,520.2799999999999,0.004472135954934581,survival,other,0,0,1,0,0.0033333333333333353,early
1100,search,-0.01,-0.02,509.1,14,Investigate the stairs down northeast,,,,,[],False,116.80000000000001,-0.01,-0.02,0,392.3,0.0,0.0,-0.008,354.0999999999998,0.004472135954934581,other,exploration,0,0,1,0,-0.003333333333333332,early
1100,open_door,0.0,-0.008,1180.0,14,Search the area for potential threats and items,,,,,[],False,670.9,0.01,0.012,0,509.1,-0.01,-0.02,-0.006,488.27999999999986,0.005477225574998612,survival,interaction,0,0,1,0,0.0006666666666666684,early
1100,move_north,-0.01,-0.01,182.4,12,Search the area for items and potential threats,,,,,[],False,-997.6,-0.01,-0.002,0,1180.0,0.0,-0.008,-0.006,488.7599999999999,0.005477225574998612,survival,move,0,0,1,0,-0.003333333333333332,early
1105,move_southeast,-0.01,-0.01,392.3,16,avoid orc threats,,,,,[],False,209.9,0.0,0.0,1,182.4,-0.01,-0.01,-0.006,531.2199999999999,0.005477225574998612,survival,move,0,0,1,0,0.0033333333333333353,early
1105,open_door,-0.01,-0.02,509.1,14,Eat to regain health,,,,,[],False,116.80000000000001,0.0,-0.01,0,392.3,-0.01,-0.01,-0.008,554.5799999999998,0.004472135954934581,survival,interaction,0,0,1,0,-0.003999999999999998,early
1105,read,-0.01,-0.02,180.0,14,Eat something to regain health,,,,,[],False,-329.1,0.0,0.0,0,509.1,-0.01,-0.02,-0.008,488.7599999999999,0.004472135954934581,survival,item_use,0,0,1,0,-0.003333333333333332,early
1105,search,0.0,0.0,1340.0,14,Search the area for potential threats and items,,,,,[],False,1160.0,0.01,0.02,0,180.0,-0.01,-0.02,-0.008,520.7599999999999,0.004472135954934581,survival,exploration,0,0,1,0,0.0033333333333333353,early
1105,drop,0.0,0.002,206.7,12,Search the area for items and potential threats,,,,,[],False,-1133.3,0.0,0.002,0,1340.0,0.0,0.0,-0.006,525.6199999999998,0.005477225574998612,survival,inventory,0,0,1,0,0.007333333333333335,early
1110,open_door,-0.01,-0.02,509.1,14,Eat to regain health,,,,,[],False,302.40000000000003,-0.01,-0.022,1,206.7,0.0,0.002,-0.006,548.9799999999999,0.005477225574998612,survival,interaction,0,0,1,0,2.3129646346357427e-18,early
1110,search,-0.01,-0.01,1340.0,14,Search the area for potential threats and items,,,,,[],False,830.9,0.0,0.01,0,509.1,-0.01,-0.02,-0.006,715.1599999999999,0.005477225574998612,survival,exploration,0,0,1,0,-0.00333333333333333,early
1110,throw,0.0,0.0,180.0,12,Search the area for potential items and threats,,,,,[],False,-1160.0,0.01,0.01,0,1340.0,-0.01,-0.01,-0.003999999999999999,715.1599999999999,0.005477225574998632,survival,other,0,0,1,0,-0.0006666666666666632,early
1110,move_northeast,0.0,0.009,376.9,16,Prioritize avoiding the orc threats southwest and south,,,,,[],False,196.89999999999998,0.0,0.009,1,180.0,0.0,0.0,-0.003999999999999999,522.5399999999997,0.005477225574998632,survival,move,0,0,1,0,0.00966666666666667,early
1110,take_off,-0.01,-0.02,180.0,14,Eat something to restore health,,,,,[],False,-196.89999999999998,-0.01,-0.028999999999999998,0,376.9,0.0,0.009,-0.006,517.1999999999998,0.005477225574998612,survival,equipment,0,0,1,0,-0.003333333333333329,early
1115,close_door,-0.01,-0.01,376.9,16,Prioritize avoiding the orc threats southwest and south,,,,,[],False,196.89999999999998,0.0,0.01,1,180.0,-0.01,-0.02,-0.006,490.75999999999976,0.005477225574998612,survival,interaction,0,0,1,0,-0.0033333333333333288,early
1115,drop,-0.01,-0.01,455.6,14,Investigate the stairs_down northeast,,,,,[],False,78.70000000000005,0.0,0.0,0,376.9,-0.01,-0.01,-0.006,313.8799999999998,0.005477225574998612,other,inventory,0,0,1,0,-0.006333333333333329,early
1115,take_off,-0.01,-0.01,2133.3,14,Search the area for potential threats and items,,,,,[],False,1677.7000000000003,0.0,0.0,0,455.6,-0.01,-0.01,-0.008,704.5399999999998,0.004472135954934581,survival,equipment,0,0,1,0,0.0033333333333333375,early
1115,take_off,-0.01,-0.02,180.0,14,Eat something to restore health,,,,,[],False,-1953.3000000000002,0.0,-0.01,0,2133.3,-0.01,-0.01,-0.01,665.1599999999999,0.0,survival,equipment,0,0,1,0,-0.003333333333333329,early
1115,throw,0.0,0.0,175.0,12,Search the area for potential items and threats,,,,,[],False,-5.0,0.01,0.02,0,180.0,-0.01,-0.02,-0.008000000000000002,664.1599999999999,0.004472135954934581,survival,other,0,0,1,0,0.0033333333333333375,early
1120,move_northwest,0.0,0.011,3250.0,14,Eat to regain health,,,,,[],False,3075.0,0.0,0.011,1,175.0,0.0,0.0,-0.006,1238.78,0.005477225574998612,survival,move,0,0,1,0,0.007000000000000004,early
1120,wait,0.0,-0.001,168.8,12,Search the area for items and clues,,,,,[],False,-3081.2,0.0,-0.012,0,3250.0,0.0,0.011,-0.004,1181.4199999999998,0.005477225574998632,exploration,other,0,0,1,0,0.0063333333333333375,early
1120,move_northwest,0.0,0.011,525.0,14,Investigate the stairs_down northeast,,,,,[],False,356.2,0.0,0.012,1,168.8,0.0,-0.001,-0.002,859.7599999999999,0.004472135954934658,other,move,0,0,1,0,0.00366666666666667,early
1120,take_off,-0.01,-0.01,183.3,14,Eat something to regain health,,,,,[],False,-341.7,-0.01,-0.020999999999999998,0,525.0,0.0,0.011,-0.002,860.4199999999998,0.004472135954934658,survival,equipment,0,0,1,0,-0.006999999999999996,early
1120,move_northwest,-0.01,-0.01,384.6,16,Move away from the orc threats,,,,,[],False,201.3,0.0,0.0,1,183.3,-0.01,-0.01,-0.004,902.3399999999998,0.005477225574998632,survival,move,0,0,1,0,-0.0029999999999999957,early
1125,move_north,-0.01,-0.01,3250.0,14,Eat to regain health,,,,,[],False,2865.4,0.0,0.0,0,384.6,-0.01,-0.01,-0.006,902.3399999999998,0.005477225574998612,survival,move,0,0,1,0,-0.006999999999999996,early
1125,wear,-0.01,-0.01,384.6,16,Move away from the orc threats,,,,,[],False,-2865.4,0.0,0.0,1,3250.0,-0.01,-0.01,-0.008,945.4999999999998,0.004472135954934581,survival,equipment,0,0,1,0,0.0,early
1125,eat,-0.01,-0.01,820.0,14,Eat to regain health,,,,,[],False,435.4,0.0,0.0,0,384.6,-0.01,-0.01,-0.01,1004.4999999999998,0.0,survival,item_use,0,0,1,0,0.0,early
1125,take_off,-0.01,-0.01,171.4,14,Eat something to regain health,,,,,[],False,-648.6,0.0,0.0,0,820.0,-0.01,-0.01,-0.01,1002.1199999999997,0.0,survival,equipment,0,0,1,0,0.0,early
