advice_episode,start_step,end_step,episode_length,llm_advice,advice_category,llm_priority,alignment_rate,followed_advice,first_action_matches,total_reward,avg_reward,final_sr,sr_change,hp_start,hp_end,hp_change,level_ups,hp_at_advice,reward_before,sr_before,critical_hp_at_start,level_at_start,most_common_action,unique_actions
682,1350,1350,2,Investigate the solid stone and potential threats,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,388.9,246.2,-993.8,1,1240.0,-0.01,-0.01,0,16,combat,2
683,1350,1350,1,Clear the path by moving forward,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1400.0,1400.0,1153.8,1,246.2,-0.01,-0.01,0,14,inventory,1
684,1350,1355,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.005,-0.01,-0.007,1220.0,250.0,-1150.0,1,1400.0,-0.01,-0.01,0,14,item_use,2
685,1355,1355,1,Search the stairs_down northeast for potential items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.02,0.0,1400.0,1400.0,1150.0,0,250.0,-0.01,-0.01,0,14,exploration,1
686,1355,1355,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.005,-0.01,-0.011,1240.0,246.2,-1153.8,0,1400.0,-0.01,-0.02,0,14,item_use,2
687,1360,1360,2,Prioritize avoiding the orc threats southwest and south,survival,,0.0,0,False,-0.01,-0.005,0.0,0.01,250.0,1240.0,993.8,1,246.2,-0.01,-0.01,0,16,equipment,2
688,1360,1360,1,Search the stairs_down northeast for potential items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1400.0,1400.0,160.0,0,1240.0,0.0,0.0,0,14,item_use,1
689,1360,1365,2,Search the area for potential items and threats,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,266.7,1180.0,-220.0,1,1400.0,-0.01,-0.01,0,12,item_use,2
690,1365,1365,1,Investigate the stairs down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1400.0,1400.0,220.0,0,1180.0,-0.01,-0.01,0,14,movement,1
691,1365,1365,2,Search the area for potential items and threats,survival,,0.0,0,False,-0.01,-0.005,-0.02,-0.02,355.6,250.0,-1150.0,1,1400.0,-0.01,-0.01,0,12,item_use,2
692,1370,1370,1,Investigate the stairs down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1450.0,1450.0,1200.0,0,250.0,-0.01,-0.02,0,14,equipment,1
693,1370,1375,5,Prioritize moving away from the orc threats,survival,,0.0,0,False,-0.04,-0.008,-0.01,0.0,220.0,206.7,-1243.3000000000002,2,1450.0,-0.01,-0.01,0,16,item_use,4
694,1375,1375,1,Explore the stairs down northeast,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1450.0,1450.0,1243.3,1,206.7,-0.01,-0.01,0,14,inventory,1
695,1375,1375,1,Search the area for potential threats and items,survival,,0.0,0,False,0.0,0.0,0.0,0.0,1200.0,1200.0,-250.0,0,1450.0,-0.01,-0.01,0,14,movement,1
696,1380,1380,1,Explore the stairs down northeast,exploration,,0.0,0,False,-0.01,-0.01,-0.02,0.0,1450.0,1450.0,250.0,0,1200.0,0.0,0.0,0,14,movement,1
697,1380,1385,6,Prioritize moving away from the orc threats,survival,,0.0,0,False,-0.05,-0.008333333333333333,-0.01,0.0,200.0,1200.0,-250.0,4,1450.0,-0.01,-0.02,0,16,item_use,5
698,1385,1385,1,Explore the stairs down northeast,exploration,,0.0,0,False,0.0,0.0,-0.01,0.0,1450.0,1450.0,250.0,0,1200.0,-0.01,-0.01,0,14,combat,1
699,1390,1390,2,Search the area for potential items and threats,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,1340.0,147.1,-1302.9,1,1450.0,0.0,-0.01,0,14,item_use,2
700,1390,1390,1,Explore the stairs down northeast,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1400.0,1400.0,1252.9,0,147.1,-0.01,-0.01,0,14,movement,1
701,1390,1395,3,Eat something to regain health,survival,,0.0,0,False,-0.03,-0.01,-0.01,0.0,170.6,1340.0,-60.0,1,1400.0,-0.01,-0.01,0,12,item_use,3
702,1395,1395,1,Explore the stairs down northeast,exploration,,0.0,0,False,0.0,0.0,0.013,0.0,1366.7,1366.7,26.700000000000045,0,1340.0,-0.01,-0.01,0,14,inventory,1
703,1395,1395,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,147.1,147.1,-1219.6000000000001,1,1366.7,0.0,0.013,0,16,combat,1
704,1400,1400,2,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.005,0.01,0.03,1340.0,170.6,23.5,1,147.1,-0.01,-0.02,0,14,combat,2
705,1400,1400,1,Explore the stairs down northeast,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1366.7,1366.7,1196.1000000000001,0,170.6,0.0,0.01,0,14,interaction,1
706,1400,1405,2,Eat to restore health,survival,,0.0,0,False,-0.02,-0.01,-0.02,-0.01,180.0,1340.0,-26.700000000000045,1,1366.7,-0.01,-0.01,0,12,combat,1
707,1405,1405,1,Search the stairs_down northeast for potential items and clues,exploration,,0.0,0,False,0.0,0.0,0.015,0.0,466.7,466.7,-873.3,0,1340.0,-0.01,-0.02,0,14,exploration,1
708,1405,1405,2,Move away from the orc threats,survival,,0.0,0,False,-0.01,-0.005,-0.02,-0.019,193.8,180.0,-286.7,1,466.7,0.0,0.015,0,16,inventory,2
709,1410,1410,1,Search the stairs_down northeast for potential items and clues,exploration,,0.0,0,False,0.0,0.0,-0.001,0.0,392.9,392.9,212.89999999999998,1,180.0,-0.01,-0.02,0,14,movement,1
710,1410,1415,4,Eat something to regain health,survival,,0.0,0,False,-0.03,-0.0075,-0.01,0.01,180.0,193.3,-199.60000000000005,2,392.9,0.0,-0.001,0,12,inventory,4
711,1415,1415,1,Search the stairs_down northeast for potential items or clues,exploration,,0.0,0,False,0.0,0.0,-0.003,0.0,331.2,331.2,137.89999999999998,1,193.3,-0.01,-0.01,0,14,item_use,1
712,1415,1415,2,Prioritize moving away from the orc threats,survival,,0.0,0,False,0.0,0.0,0.0,-0.009,164.3,2233.3,1902.1,1,331.2,0.0,-0.003,0,16,movement,2
713,1420,1420,2,Prioritize moving away from the orc threats,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,152.9,1966.7,-266.60000000000014,1,2233.3,0.0,0.0,0,16,exploration,2
714,1420,1420,1,Search the stairs_down northeast for potential items or clues,exploration,,0.0,0,False,0.0,0.0,-0.001,0.0,371.4,371.4,-1595.3000000000002,0,1966.7,-0.01,-0.01,0,14,other,1
715,1420,1425,3,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.0033333333333333335,-0.01,-0.01,176.5,1450.0,1078.6000000000001,1,371.4,0.0,-0.001,0,12,movement,3
716,1425,1425,1,Explore the stairs down northeast,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,384.6,384.6,-1065.4,0,1450.0,-0.01,-0.01,0,14,combat,1
717,1425,1425,1,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,181.2,181.2,-203.40000000000003,0,384.6,-0.01,-0.01,0,12,movement,1
718,1430,1430,2,Search the area for items and potential threats,survival,,0.0,0,False,-0.01,-0.005,-0.001,0.009000000000000001,1260.0,175.0,-6.2000000000000455,1,181.2,-0.01,-0.01,0,14,item_use,2
719,1430,1430,1,Explore the stairs down northeast,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,312.5,312.5,137.5,1,175.0,0.0,-0.001,0,14,equipment,1
720,1430,1435,2,Prioritize moving away from the orc threats,survival,,0.0,0,False,-0.01,-0.005,-0.01,-0.015,164.7,158.8,-153.7,1,312.5,-0.01,-0.01,0,16,combat,1
721,1435,1435,1,Investigate the stairs_down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,312.5,312.5,153.7,0,158.8,-0.01,-0.01,0,14,equipment,1
722,1435,1435,2,Search the area for items and potential threats,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,1966.7,200.0,-112.5,0,312.5,-0.01,-0.01,0,14,movement,1
723,1440,1440,1,Investigate the stairs_down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,312.5,312.5,112.5,1,200.0,-0.01,-0.01,0,14,movement,1
724,1440,1440,3,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.006666666666666667,-0.01,-0.011,228.6,158.8,-153.70000000000005,2,312.5,-0.01,-0.01,0,12,interaction,3
725,1445,1445,1,Search the stairs_down northeast for potential items and threats,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,407.7,407.7,248.89999999999998,0,158.8,-0.01,-0.01,0,14,item_use,1
726,1445,1445,3,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.006666666666666667,-0.01,-0.01,200.0,129.4,-278.29999999999995,2,407.7,-0.01,-0.01,0,12,combat,3
727,1450,1450,3,Investigate the tin and potential threats,survival,,0.0,0,False,-0.02,-0.006666666666666667,-0.01,-0.006,129.4,1425.0,1295.6000000000001,1,129.4,-0.01,-0.01,0,16,equipment,3
728,1450,1450,1,Search the stairs_down northeast for potential items and threats,survival,,0.0,0,False,0.0,0.0,0.001,0.0,346.7,346.7,-1078.3,0,1425.0,-0.01,-0.01,0,14,movement,1
729,1455,1455,1,Investigate the lichen corpse and potential danger,defensive,,0.0,0,False,0.0,0.0,0.0,0.0,346.7,346.7,0.0,0,346.7,0.0,0.001,0,14,equipment,1
730,1455,1455,3,Search the area for potential items and clues,exploration,,0.0,0,False,-0.01,-0.0033333333333333335,-0.01,-0.01,1425.0,158.8,-187.89999999999995,1,346.7,0.0,0.0,0,14,movement,3
731,1460,1460,1,Investigate the wall and potential threats,survival,,0.0,0,False,-0.01,-0.01,-0.011,0.0,137.5,137.5,-21.30000000000001,1,158.8,-0.01,-0.01,0,16,movement,1
732,1460,1460,1,Investigate the lichen corpse and potential danger,defensive,,0.0,0,False,-0.01,-0.01,-0.01,0.0,400.0,400.0,262.5,0,137.5,-0.01,-0.011,0,14,item_use,1
733,1460,1465,4,Search the area for potential items or clues,exploration,,0.0,0,False,-0.03,-0.0075,-0.01,0.01,1425.0,1450.0,1049.9999999999998,1,400.0,-0.01,-0.01,0,14,movement,4
734,1465,1465,1,Explore the stairs down northeast to gain experience and potentially find items,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,415.4,415.4,-1034.6,0,1450.0,-0.01,-0.01,0,14,movement,1
735,1465,1465,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,158.8,158.8,-256.59999999999997,0,415.4,-0.01,-0.01,0,12,inventory,1
736,1470,1470,2,Search the area for potential threats and items,survival,,0.0,0,False,0.0,0.0,-0.001,-0.013999999999999999,1280.0,169.2,10.400000000000091,2,158.8,-0.01,-0.02,0,14,combat,2
737,1470,1470,1,Explore the stairs down northeast to gain experience and potentially find items,exploration,,0.0,0,False,-0.01,-0.01,-0.011,0.0,378.6,378.6,209.40000000000003,0,169.2,0.0,-0.001,0,14,movement,1
738,1470,1475,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.005,-0.01,-0.01,181.2,158.8,-219.8,1,378.6,-0.01,-0.011,0,12,movement,2
739,1475,1475,1,Investigate the stairs_down northeast,other,,0.0,0,False,0.0,0.0,0.003,0.0,362.5,362.5,203.7,0,158.8,-0.01,-0.01,0,14,inventory,1
740,1475,1475,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,1340.0,164.7,-197.79999999999995,0,362.5,0.0,0.003,0,14,combat,2
741,1480,1480,2,Explore surroundings to gather information and potential items,exploration,,0.0,0,False,-0.02,-0.01,-0.01,-0.0010000000000000009,1675.0,207.7,43.0,2,164.7,-0.01,-0.01,0,14,interaction,2
742,1480,1480,1,Investigate the stairs_down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,2233.3,2233.3,2025.6000000000001,0,207.7,-0.01,-0.01,0,14,exploration,1
743,1480,1485,4,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.005,-0.01,-0.009000000000000001,168.8,135.3,-2098.0,2,2233.3,-0.01,-0.01,0,12,movement,4
744,1485,1490,2,Search the stairs_down northeast for potential threats and items,survival,,0.0,0,False,-0.01,-0.005,-0.01,-0.01,1320.0,423.1,287.80000000000007,0,135.3,-0.01,-0.01,0,14,exploration,2
745,1490,1490,3,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.006666666666666667,-0.01,-0.011,1320.0,164.7,-258.4000000000001,1,423.1,-0.01,-0.01,0,14,movement,3
746,1495,1495,1,Move southeast to explore new area,exploration,,0.0,0,False,0.0,0.0,-0.001,0.0,360.0,360.0,195.3,1,164.7,-0.01,-0.01,0,14,movement,1
747,1495,1495,3,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.006666666666666667,-0.01,0.0,1320.0,157.1,-202.89999999999998,1,360.0,0.0,-0.001,0,14,inventory,3
748,1500,1500,1,Move southeast to explore new area,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,350.0,350.0,192.9,0,157.1,-0.01,-0.01,0,14,equipment,1
749,1500,1505,4,Explore the area to gather more information,exploration,,0.0,0,False,-0.02,-0.005,-0.001,-0.012,533.3,178.6,-171.40000000000006,2,350.0,-0.01,-0.01,0,12,item_use,4
750,1505,1505,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,350.0,350.0,171.4,0,178.6,0.0,-0.001,0,14,exploration,1
751,1505,1505,2,Explore the area to gather more information,exploration,,0.0,0,False,0.0,0.0,0.001,0.003,442.9,1340.0,990.0,1,350.0,-0.01,-0.01,0,12,interaction,2
752,1510,1510,3,Search the area for potential items and threats,survival,,0.0,0,False,-0.01,-0.0033333333333333335,0.0,0.0,442.9,3250.0,1909.9999999999998,1,1340.0,0.0,0.001,0,12,combat,3
753,1510,1510,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,438.5,438.5,-2811.5,0,3250.0,0.0,0.0,0,14,movement,1
754,1515,1515,1,Search the area for potential items and threats,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,442.9,442.9,4.399999999999977,0,438.5,-0.01,-0.01,0,12,item_use,1
755,1515,1515,1,Investigate the stairs_down northeast,other,,0.0,0,False,0.0,0.0,0.0,0.0,384.6,384.6,-58.299999999999955,1,442.9,-0.01,-0.01,0,14,combat,1
756,1515,1515,2,Search the area for items and potential threats,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,3250.0,169.2,-215.4000000000001,1,384.6,0.0,0.0,0,14,equipment,2
757,1520,1520,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,442.9,442.9,273.7,0,169.2,-0.01,-0.01,0,12,movement,1
758,1520,1520,1,Investigate the stairs_down northeast,other,,0.0,0,False,0.0,0.0,0.0,0.0,384.6,384.6,-58.299999999999955,1,442.9,-0.01,-0.01,0,14,movement,1
759,1520,1525,5,Pick up the orcish helm,inventory,,0.0,0,False,-0.02,-0.004,-0.01,-0.01,1300.0,1650.0,1265.3999999999999,2,384.6,0.0,0.0,0,14,movement,5
760,1525,1525,1,Explore the stairs down northeast,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,312.5,312.5,-1337.5,0,1650.0,-0.01,-0.01,0,14,equipment,1
761,1530,1530,3,Pick up the orcish helm,inventory,,0.0,0,False,-0.02,-0.006666666666666667,-0.01,0.0,3100.0,146.7,-165.79999999999995,1,312.5,-0.01,-0.01,0,14,inventory,3
762,1530,1530,1,Explore the stairs down northeast,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,312.5,312.5,165.8,0,146.7,-0.01,-0.01,0,14,other,1
763,1535,1535,1,Prioritize moving away from the orc threats,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,238.5,238.5,-74.0,1,312.5,-0.01,-0.01,0,16,movement,1
764,1535,1535,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,312.5,312.5,74.0,0,238.5,-0.01,-0.01,0,14,item_use,1
765,1535,1535,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,775.0,3100.0,2787.5,1,312.5,-0.01,-0.02,0,12,movement,1
766,1540,1540,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,3100.0,3100.0,0.0,0,3100.0,-0.01,-0.01,0,14,item_use,1
767,1540,1540,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,312.5,312.5,-2787.5,0,3100.0,-0.01,-0.02,0,14,exploration,1
768,1540,1545,4,Eat something to regain health,survival,,0.0,0,False,-0.04,-0.01,-0.02,-0.01,220.0,3100.0,2787.5,2,312.5,-0.01,-0.02,0,16,movement,4
769,1545,1545,1,Investigate the stairs down northeast,other,,0.0,0,False,0.0,0.0,0.0,0.0,340.0,340.0,-2760.0,0,3100.0,-0.01,-0.02,0,14,movement,1
770,1545,1545,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,146.7,146.7,-193.3,1,340.0,0.0,0.0,0,16,combat,1
771,1550,1550,3,Eat to restore health,survival,,0.0,0,False,-0.02,-0.006666666666666667,-0.01,0.01,775.0,141.2,-5.5,2,146.7,-0.01,-0.01,0,12,exploration,3
772,1550,1550,1,Investigate the stairs down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,392.3,392.3,251.10000000000002,0,141.2,-0.01,-0.01,0,14,item_use,1
773,1555,1555,2,Search the area for potential items and clues,exploration,,0.0,0,False,-0.02,-0.01,-0.01,0.0,3350.0,620.0,227.69999999999982,0,392.3,-0.01,-0.01,0,14,exploration,2
774,1555,1555,1,Eat to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,392.3,392.3,-227.7,1,620.0,-0.01,-0.01,0,14,exploration,1
775,1555,1555,1,Prioritize killing the orc southwest to reduce threat,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,141.2,141.2,-251.10000000000002,1,392.3,-0.01,-0.01,0,16,inventory,1
776,1560,1560,3,Search the area for items and potential threats,survival,,0.0,0,False,-0.03,-0.01,-0.01,0.0,775.0,3350.0,3208.8,1,141.2,-0.01,-0.01,0,12,exploration,3
777,1560,1560,1,Eat to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,392.3,392.3,-2957.7,0,3350.0,-0.01,-0.01,0,14,equipment,1
778,1565,1565,1,Search the area for items and potential threats,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,825.0,825.0,432.7,0,392.3,-0.01,-0.02,0,12,movement,1
779,1565,1565,1,Eat something to recover health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,392.3,392.3,-432.7,1,825.0,-0.01,-0.01,0,14,interaction,1
780,1565,1565,2,Eat something to regain health,survival,,0.0,0,False,-0.02,-0.01,-0.02,0.0,3350.0,141.2,-251.10000000000036,1,392.3,-0.01,-0.02,0,14,combat,2
781,1570,1570,3,Search for items and potential threats,survival,,0.0,0,False,-0.01,-0.0033333333333333335,-0.02,-0.02,516.7,141.2,0.0,2,141.2,-0.01,-0.02,0,12,equipment,3
782,1570,1570,1,Eat something to recover health,survival,,0.0,0,False,0.0,0.0,0.0,0.0,357.1,357.1,215.90000000000003,0,141.2,-0.01,-0.02,0,14,movement,1
783,1575,1575,3,Confront the orc threats southwest and south,survival,,0.0,0,False,-0.02,-0.006666666666666667,-0.01,0.01,141.2,442.9,85.79999999999984,1,357.1,0.0,0.0,0,16,exploration,3
784,1575,1575,1,Investigate the stairs down northeast,other,,0.0,0,False,0.0,0.0,0.0,0.0,312.5,312.5,-130.39999999999998,1,442.9,-0.01,-0.01,0,14,exploration,1
785,1580,1580,3,Prioritize avoiding the orc threats southwest and south,survival,,0.0,0,False,-0.03,-0.01,-0.01,0.01,141.2,442.9,130.39999999999998,1,312.5,0.0,0.0,0,16,combat,3
786,1580,1580,1,Investigate the stairs down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,384.6,384.6,-58.299999999999955,1,442.9,-0.01,-0.01,0,14,other,1
787,1585,1585,1,Prioritize avoiding the orc threats southwest and south,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,141.2,141.2,-243.40000000000003,1,384.6,-0.01,-0.01,0,16,item_use,1
788,1585,1585,1,Search the stairs_down northeast for potential items or clues,exploration,,0.0,0,False,0.0,0.0,0.0,0.0,357.1,357.1,215.90000000000003,0,141.2,-0.01,-0.02,0,14,equipment,1
789,1585,1585,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.005,-0.01,0.0,3350.0,442.9,85.80000000000018,0,357.1,0.0,0.0,0,14,combat,2
790,1590,1590,1,Search the stairs_down northeast for potential items or clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,312.5,312.5,-130.39999999999998,1,442.9,0.0,-0.01,0,14,exploration,1
791,1590,1595,4,Investigate the orcish helm,other,,0.0,0,False,-0.02,-0.005,-0.01,-0.011,1675.0,500.0,187.50000000000006,1,312.5,-0.01,-0.01,0,14,equipment,4
792,1595,1595,1,Explore the stairs down northeast to gain more experience and potentially find items,exploration,,0.0,0,False,0.0,0.0,-0.001,0.0,312.5,312.5,-187.5,1,500.0,-0.01,-0.01,0,14,item_use,1
793,1595,1595,2,Investigate the orcish helm,other,,0.0,0,False,-0.02,-0.01,-0.02,-0.01,1675.0,141.2,-171.29999999999995,1,312.5,0.0,-0.001,0,14,movement,2
794,1600,1600,1,Search the area for potential items and threats,survival,,0.0,0,False,0.0,0.0,0.001,0.0,850.0,850.0,708.8,0,141.2,-0.01,-0.02,0,12,movement,1
795,1600,1600,1,Explore the stairs down northeast to gain more experience and potentially find items,exploration,,0.0,0,False,0.0,0.0,0.0,0.0,333.3,333.3,-516.7,1,850.0,0.0,0.001,0,14,combat,1
796,1600,1605,4,Search the area for items and clues,exploration,,0.0,0,False,-0.03,-0.0075,-0.01,-0.008,1300.0,425.0,91.70000000000005,1,333.3,0.0,0.0,0,14,item_use,4
797,1605,1605,1,Search the stairs_down northeast for potential items or clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,312.5,312.5,-112.5,1,425.0,-0.01,-0.01,0,14,exploration,1
798,1605,1605,1,Prioritize avoiding the orc threats southwest and south,survival,,0.0,0,False,-0.01,-0.01,-0.011,0.0,137.5,137.5,-175.0,1,312.5,-0.01,-0.01,0,16,movement,1
799,1610,1610,3,Investigate the orc threats southwest and south,survival,,0.0,0,False,-0.02,-0.006666666666666667,0.0,0.01,357.1,1650.0,1512.5,1,137.5,-0.01,-0.011,0,16,inventory,3
800,1610,1610,1,Search the stairs_down northeast for potential items or clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,312.5,312.5,-1337.5,0,1650.0,0.0,0.0,0,14,inventory,1
801,1615,1615,1,Investigate the orc threats southwest and south,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,357.1,357.1,44.60000000000002,1,312.5,-0.01,-0.01,0,16,item_use,1
802,1615,1615,1,Investigate the stairs down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,384.6,384.6,27.5,0,357.1,-0.01,-0.01,0,14,item_use,1
803,1615,1615,2,Eat something to regain health,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,850.0,1320.0,935.4,1,384.6,-0.01,-0.01,0,12,movement,2
804,1620,1620,1,Investigate the stairs down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,384.6,384.6,-935.4,0,1320.0,-0.01,-0.01,0,14,movement,1
805,1620,1625,4,Search the area for potential items or clues,exploration,,0.0,0,False,-0.03,-0.0075,-0.01,0.0,1340.0,1675.0,1290.4,1,384.6,-0.01,-0.01,0,14,movement,4
806,1625,1625,1,Search the stairs_down northeast for potential items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,415.4,415.4,-1259.6,0,1675.0,-0.01,-0.01,0,14,inventory,1
807,1625,1625,2,Search the area for items and clues,exploration,,0.0,0,False,0.0,0.0,0.01,0.01,500.0,312.5,-102.89999999999998,1,415.4,-0.01,-0.01,0,12,exploration,2
808,1630,1630,1,Search the area for items and potential threats,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1675.0,1675.0,1362.5,0,312.5,0.0,0.01,0,14,equipment,1
809,1630,1630,1,Search the stairs_down northeast for potential items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,423.1,423.1,-1251.9,0,1675.0,-0.01,-0.01,0,14,movement,1
810,1630,1630,2,Search the area for potential items and clues,exploration,,0.0,0,False,-0.02,-0.01,-0.01,0.0,500.0,312.5,-110.60000000000002,1,423.1,-0.01,-0.01,0,12,exploration,2
811,1635,1635,1,Consider the recent message and decide whether to attack the little dog,combat,,0.0,0,False,-0.01,-0.01,-0.01,0.0,423.1,423.1,110.60000000000002,0,312.5,-0.01,-0.01,0,14,equipment,1
812,1635,1635,3,Confront the orc southwest and assess the situation,other,,0.0,0,False,-0.03,-0.01,-0.01,0.0,312.5,1320.0,896.9,2,423.1,-0.01,-0.01,0,16,movement,2
813,1640,1640,1,Consider the recent message and decide whether to attack the little dog,combat,,0.0,0,False,-0.01,-0.01,-0.01,0.0,466.7,466.7,-853.3,0,1320.0,-0.01,-0.01,0,14,inventory,1
814,1640,1645,5,Search the area for items and clues,exploration,,0.0,0,False,-0.04,-0.008,-0.02,-0.021,1320.0,312.5,-154.20000000000005,2,466.7,-0.01,-0.01,0,14,movement,5
815,1645,1645,1,Search the stairs_down northeast for potential items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,312.5,312.5,0.0,0,312.5,-0.01,-0.02,0,14,equipment,1
816,1645,1645,1,Search the area for items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1320.0,1320.0,1007.5,0,312.5,-0.01,-0.01,0,14,movement,1
817,1650,1650,1,Search the area for items and potential threats,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1340.0,1340.0,20.0,0,1320.0,-0.01,-0.01,0,14,item_use,1
818,1650,1650,1,Search the stairs_down northeast for potential items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,357.1,357.1,-982.9,0,1340.0,-0.01,-0.01,0,14,other,1
819,1650,1650,2,Search the area for potential items and threats,survival,,0.0,0,False,-0.01,-0.005,-0.02,-0.021,457.1,312.5,-44.60000000000002,1,357.1,-0.01,-0.01,0,12,interaction,2
820,1655,1655,1,Search the stairs_down for potential items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,318.8,318.8,6.300000000000011,0,312.5,-0.01,-0.02,0,14,exploration,1
821,1655,1655,3,Search the area for items and potential threats,survival,,0.0,0,False,-0.02,-0.006666666666666667,-0.02,-0.02,3350.0,312.5,-6.300000000000182,1,318.8,-0.01,-0.01,0,14,equipment,3
822,1660,1660,1,Search the stairs_down for potential items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,368.8,368.8,56.30000000000001,0,312.5,-0.01,-0.02,0,14,equipment,1
823,1660,1665,6,Search the area for potential items and threats,survival,,0.0,0,False,-0.05,-0.008333333333333333,-0.02,-0.01,875.0,312.5,-56.30000000000018,2,368.8,-0.01,-0.01,0,12,movement,6
824,1665,1665,1,Explore the stairs_down northeast for potential treasure and danger,defensive,,0.0,0,False,-0.01,-0.01,-0.01,0.0,2233.3,2233.3,1920.8000000000002,0,312.5,-0.01,-0.02,0,14,exploration,1
825,1670,1670,1,Move away from the orcs to avoid danger,defensive,,0.0,0,False,-0.01,-0.01,-0.01,0.0,357.1,357.1,-1876.2000000000003,1,2233.3,-0.01,-0.01,0,16,equipment,1
